No,Project Name,Municipality,Sector,Currency,Amount,YearStart,YearEnd_original,Funding/Donor,Implementing Partner,Status_original,SDGs_Alignment,NSDP_Alignment,YearEnd,Donor,Implementing Agency,Status,Budget,level_areas,Category,budget_clean
268,Nutrition and Social Protection – Support through CSOs,Timor-Leste,Nutrition,USD,"2,272,000",2025,2028,EU,"N/A, three NGOs pre-selected",Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2028.0,EU,NGOs pre-selected,Ongoing - Active,2272000.0,National,Multilateral/Banks,2272000.0
181,Remittances Transparency - Empowering Remitters to Choose,Timor-Leste,Banking and Financial Services,USD,"1,562,448.21",2023,2026,MFAT,New Zealand Gov,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2026.0,MFAT,New Zealand Gov,Ongoing - Active,1562448.21,National,Bilateral (Foreign Govs),1562448.21
182,Scholar Enrichment Events Tertiary Education Institutions 2024-2027 Triennium,Timor-Leste,Education,USD,"36,680.90",2024,2027,MFAT,New Zealand Gov,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2027.0,MFAT,New Zealand Gov,Ongoing - Active,36680.9,National,Bilateral (Foreign Govs),36680.9
183,Short-Term Training Scholarships and ELTO Management Fees FY24-25,Timor-Leste,Admin costs of donors,USD,"1,883,812.00",2024,2025,MFAT,New Zealand Gov,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2025.0,MFAT,New Zealand Gov,Ongoing - Active,1883812.0,National,Bilateral (Foreign Govs),1883812.0
184,Tertiary Education Institute Annual Workshop 2024-2027,Timor-Leste,Education,USD,"34,444.89",2024,2027,MFAT,New Zealand Gov,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2027.0,MFAT,New Zealand Gov,Ongoing - Active,34444.89,National,Bilateral (Foreign Govs),34444.89
185,Tertiary Scholarships Selection 2025,Timor-Leste,Education,USD,"406,833.20",2025,2026,MFAT,New Zealand Gov,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2026.0,MFAT,New Zealand Gov,Ongoing - Active,406833.2,National,Bilateral (Foreign Govs),406833.2
186,Timor-Leste 2023 Short Term Scholarships,Timor-Leste,Education,USD,"22,702.93",2023,2025,MFAT,New Zealand Gov,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2025.0,MFAT,New Zealand Gov,Ongoing - Active,22702.93,National,Bilateral (Foreign Govs),22702.93
187,Timor-Leste 2023 Tertiary Scholarships,Timor-Leste,Education,USD,"2,322,362.40",2023,2028,MFAT,New Zealand Gov,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2028.0,MFAT,New Zealand Gov,Ongoing - Active,2322362.4,National,Bilateral (Foreign Govs),2322362.4
188,Timor-Leste 2024 Tertiary Scholarships,Timor-Leste,Education,USD,"97,738.53",2024,2031,MFAT,New Zealand Gov,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2031.0,MFAT,New Zealand Gov,Ongoing - Active,97738.53,National,Bilateral (Foreign Govs),97738.53
262,Provides capacity development support to the Government and the National Human Rights Institution (NHRI),Dili,Human Rights - Protection,USD,"244,874.00",2023,2025,OHCHR,OHCHR/HRAU,Ongoing - Active,3. Digital Connectivity,3. Economic Development,2025.0,OHCHR,OHCHR/HRAU,Ongoing - Active,244874.0,Municipality,United Nations,244874.0
261,"UNPRPD joint programe-Empower for Inclusion (OHCHR/HRAU, UN Women, UNICEF)",Dili,Human Rights - Protection,USD,"53,230.00",2024,2025,UNPRPD,"OHCHR/HRAU, UN Women, UNICEF",Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,2025.0,UNPRPD,"OHCHR/HRAU, UN Women, UNICEF",Ongoing - Active,53230.0,Municipality,United Nations,53230.0
671,Rai Matak - Improving Climate Resilience of Subsistence Farmers,Timor-Leste,Agriculture,USD,"3,145,733.92",2023,2025,EU,Oxfam,Completed,1. Transformation Food Systems,3. Economic Development,2025.0,EU,Oxfam,Completed,3145733.92,National,Multilateral/Banks,3145733.92
146,Negotiated Partnerships: Oxfam,Timor-Leste,Multi sector,USD,"6,060,000",2023,2026,MFAT,Oxfam New Zealand,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2026.0,MFAT,Oxfam New Zealand,Ongoing - Active,6060000.0,National,Bilateral (Foreign Govs),6060000.0
687,Sexual Reproductive Health and Rights,Aileu,Health,USD,"18,000,000.00",2023,2025,SIDA,PLAN International,Ongoing - Active,4. Transforming Education,1. Social Capital,2025.0,SIDA,PLAN International,Ongoing - Active,18000000.0,Municipality,Bilateral (Foreign Govs),18000000.0
689,"Youth Economic Empowerment (Aileu, Ainaro and Dili)",Timor-Leste,Economic development,USD,"320,000.00",2023,2030,PLAN International,PLAN International,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2030.0,PLAN International,PLAN International,Ongoing - Active,320000.0,National,NGO/Private/Others,320000.0
690,"Gender Based Violence in School-UN Women (Oequsi, Suai and Baucau)",Timor-Leste,Gender-based violence,USD,"531,000.00",2023,2025,UN Women,PLAN International,Completed,5. Job & Social Protection,1. Social Capital,2025.0,UN Women,PLAN International,Completed,531000.0,National,United Nations,531000.0
691,For Democratic and Inclusive Election,Timor-Leste,Human Rights - Protection,USD,"200,000.00",2023,2025,EU,PLAN International,Completed,4. Transforming Education,1. Social Capital,2025.0,EU,PLAN International,Completed,200000.0,National,Multilateral/Banks,200000.0
692,"Girls Alliances Initiatives in Aileu, Ainaro and Dili",Timor-Leste,Human Rights - Protection,USD,"210,000.00",2023,2030,PLAN International,PLAN International,Completed,4. Transforming Education,1. Social Capital,2030.0,PLAN International,PLAN International,Completed,210000.0,National,NGO/Private/Others,210000.0
693,"Early Learning Stimulation and ECD in Aileu, Ainaro, Dili and other municipalities",Timor-Leste,Education,USD,"59,000.00",2023,2030,PLAN International,PLAN International,Ongoing - Active,4. Transforming Education,1. Social Capital,2030.0,PLAN International,PLAN International,Ongoing - Active,59000.0,National,NGO/Private/Others,59000.0
694,"Positive Parenting and Nutrition in Aileu, Ainaro, Ermera",Timor-Leste,Health,USD,"1,700,000.00",2023,2025,DFAT,PLAN International,Completed,4. Transforming Education,1. Social Capital,2025.0,DFAT,PLAN International,Completed,1700000.0,National,Bilateral (Foreign Govs),1700000.0
695,"Water Sanitation and Hygiene in Manufahi, Aileu and Ainaro",Bobonaro,Water and Sanitation,USD,"300,000.00",2023,2030,PLAN International,PLAN International,Completed,2. Energy Access & Affordability,1. Social Capital,2030.0,PLAN International,PLAN International,Completed,300000.0,Municipality,NGO/Private/Others,300000.0
696,"Improve Class Room in Manufahi, Ainaro and Aileu",Manufahi,Construction,USD,"2,400,000.00",2023,2028,"Ichiyoshi Securities Co., Ltd.",PLAN International,Completed,4. Transforming Education,2. Infrastructure Development,2028.0,"Ichiyoshi Securities Co., Ltd.",PLAN International,Completed,2400000.0,Municipality,NGO/Private/Others,2400000.0
697,"Climate Change Adaptation / Natural Based Solution in Manufahi, Ainaro and Aileu",Bobonaro,Climate Change and Disaster Risk,USD,"47,900.00",2023,2030,PLAN International,PLAN International,Completed,"6. Climate, Biodiversity & Pollution",1. Social Capital,2030.0,PLAN International,PLAN International,Completed,47900.0,Municipality,NGO/Private/Others,47900.0
698,Community Based Child Protection Strategy,Ainaro,Human Rights - Protection,USD,"13,020.00",2023,2024,UNICEF,PLAN International,Completed,5. Job & Social Protection,1. Social Capital,2024.0,UNICEF,PLAN International,Completed,13020.0,Municipality,United Nations,13020.0
249,Free to be Yourself: Protecting the Rights of Vulnerable Children in Timor-Leste,Timor-Leste,Children Rights,USD,"1,160,000",2025,2028,EU,PLAN International and CSOs,Ongoing - Active,"6. Climate, Biodiversity & Pollution",4. Institutional Framework,2028.0,EU,PLAN International and CSOs,Ongoing - Active,1160000.0,National,Multilateral/Banks,1160000.0
269,Towards inclusive and assured futures: Unlocking the full potential of Timorese people in all their diversity,Timor-Leste,Gender Equality/Equality and Inclusion,USD,"721,000",2023,2025,EU,"Plan International, AHDMTL, Arcoiris TL",Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2025.0,EU,"Plan International, AHDMTL, Arcoiris TL",Ongoing - Active,721000.0,National,Multilateral/Banks,721000.0
271,"Partnership for the improvement of urban governance, social inclusion and entrepreneurship promotion in Dili",Dili,Urban Development,USD,"3,214,000",2023,2025,EU,"UCCLA, CML, AMD",Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2025.0,EU,"UCCLA, CML, AMD",Ongoing - Active,3214000.0,Municipality,Multilateral/Banks,3214000.0
52,Safeguarding Rural Communities and Their Physical Assets From Climate-Induced Disaster in Timor-Leste,Timor-Leste,Infrastructure,USD,"26,051,809.00",2023,2026,"GCF, Gov TL, UNDP",UNDP,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,2026.0,"GCF, Gov TL, UNDP",UNDP,Ongoing - Active,26051809.0,National,"Government of Timor-Leste, Multilateral/Banks, United Nations",26051809.0
53,Safeguarding Rural Communities and Their Physical Assets From Climate-Induced Disaster in Timor-Leste,Timor-Leste,Infrastructure,USD,"26,051,809.00",2023,2026,"GCF, Gov TL, UNDP",UNDP,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,2026.0,"GCF, Gov TL, UNDP",UNDP,Ongoing - Active,26051809.0,National,"Government of Timor-Leste, Multilateral/Banks, United Nations",26051809.0
54,Accelerating Clean Energy Access to Reduce Inequality (ACCESS),Timor-Leste,Energy,USD,"18,028,509.00",2023,2023,KOICA,UNDP,Completed,5. Job & Social Protection,4. Institutional Framework,2023.0,KOICA,UNDP,Completed,18028509.0,National,Bilateral (Foreign Govs),18028509.0
55,The Youth Employment and Entrepreneurship Skills (YEES) Project,Timor-Leste,Education,USD,"6,008,585.00",2023,2027,"Gov TL, KOICA, UNDP",UNDP,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,2027.0,"Gov TL, KOICA, UNDP",UNDP,Ongoing - Active,6008585.0,National,"Bilateral (Foreign Govs), Government of Timor-Leste, United Nations",6008585.0
56,The Pacific Green Transformation Project,Timor-Leste,Energy,USD,"5,781,240.00",2023,2025,Government of Japan,UNDP,Ongoing - Active,"6. Climate, Biodiversity & Pollution",3. Economic Development,2025.0,Government of Japan,UNDP,Ongoing - Active,5781240.0,National,Bilateral (Foreign Govs),5781240.0
57,UNDP Timor-Leste Accelerator Lab,Timor-Leste,Technology,USD,"1,346,852.00",2023,2025,Government of Germany,UNDP,Ongoing - Active,5. Job & Social Protection,3. Economic Development,2025.0,Government of Germany,UNDP,Ongoing - Active,1346852.0,National,Bilateral (Foreign Govs),1346852.0
58,Oecusse Sustainable Development SAR and ZEESM Project,Oecusse,Economic development,USD,"2,921,674.00",2023,2025,"Gov TL, Oecusse, ZEESM TL",UNDP,Ongoing - Active,5. Job & Social Protection,3. Economic Development,2025.0,"Gov TL, Oecusse, ZEESM TL",UNDP,Ongoing - Active,2921674.0,Municipality,Government of Timor-Leste,2921674.0
252,Pro PALOP-TL (PHASE III) Regional Economic Governance Program,Timor-Leste,Public Sector Management,USD,"8,495,000",2023,2026,EU,UNDP,Ongoing - Active,"6. Climate, Biodiversity & Pollution",4. Institutional Framework,2026.0,EU,UNDP,Ongoing - Active,8495000.0,National,Multilateral/Banks,8495000.0
592,Rehabilitation of Rural Road - Batumano,Ermera,Infrastructure,USD,"299,287.00",2023,2023,"GCF, Gov TL, UNDP",UNDP,,3. Digital Connectivity,1. Social Capital,2023.0,"GCF, Gov TL, UNDP",UNDP,Completed,299287.0,Municipality,"Government of Timor-Leste, Multilateral/Banks, United Nations",299287.0
593,Rehabilitation of Rural Road - Lauana,Ermera,Infrastructure,USD,"295,698.00",2023,2023,"GCF, Gov TL, UNDP",UNDP,Completed,"6. Climate, Biodiversity & Pollution",1. Social Capital,2023.0,"GCF, Gov TL, UNDP",UNDP,Completed,295698.0,Municipality,"Government of Timor-Leste, Multilateral/Banks, United Nations",295698.0
594,Rehabilitation of Rural Road - Katrai Kraik,Ermera,Infrastructure,USD,"273,293.00",2023,2023,"GCF, Gov TL, UNDP",UNDP,Completed,1. Transformation Food Systems,1. Social Capital,2023.0,"GCF, Gov TL, UNDP",UNDP,Completed,273293.0,Municipality,"Government of Timor-Leste, Multilateral/Banks, United Nations",273293.0
595,Construction of Water system - Estado,Ermera,Water and Sanitation,USD,"82,920.00",2023,2023,"GCF, Gov TL, UNDP",UNDP,,"6. Climate, Biodiversity & Pollution",1. Social Capital,2023.0,"GCF, Gov TL, UNDP",UNDP,Completed,82920.0,Municipality,"Government of Timor-Leste, Multilateral/Banks, United Nations",82920.0
596,Rehabilitation of the Irrigation System - Malabe,Ermera,Infrastructure,USD,"169,854.00",2023,2023,"GCF, Gov TL, UNDP",UNDP,Completed,5. Job & Social Protection,1. Social Capital,2023.0,"GCF, Gov TL, UNDP",UNDP,Completed,169854.0,Municipality,"Government of Timor-Leste, Multilateral/Banks, United Nations",169854.0
616,"Water Source Protection and irrigation channel - Bahadatu, Suco Fatulia, Venilale; PDIM",Baucau,Climate Change and Disaster Risk,USD,"61,174.00",2023,2023,"GovTL, GCF, UNDP",UNDP,Completed,2. Energy Access & Affordability,1. Social Capital,2023.0,"Government of Timor Leste, GCF, UNDP",UNDP,Completed,61174.0,Municipality,"Multilateral/Banks, United Nations",61174.0
617,"Construction of Irrigation Channel - Caibada, Bahamori; PDIM",Baucau,Agriculture,USD,"80,988.00",2023,2023,"GovTL, GCF, UNDP",UNDP,Completed,1. Transformation Food Systems,3. Economic Development,2023.0,"Government of Timor Leste, GCF, UNDP",UNDP,Completed,80988.0,Municipality,"Multilateral/Banks, United Nations",80988.0
618,Road Rehabilitation Laisorulai - Lelalai - Matebian; PDIM,Baucau,Climate Change and Disaster Risk,USD,"179,317.00",2024,2025,"GovTL, GCF, UNDP",UNDP,Ongoing - Active,4. Transforming Education,1. Social Capital,2025.0,"Government of Timor Leste, GCF, UNDP",UNDP,Ongoing - Active,179317.0,Municipality,"Multilateral/Banks, United Nations",179317.0
674,Project to Strengthen Integral Local Development by Building the Capacity of the Municipal Authorities,Timor-Leste,Governance,USD,"3,786,485.07",2023,2024,EU,UNDP,Completed,5. Job & Social Protection,4. Institutional Framework,2024.0,EU,UNDP,Completed,3786485.07,National,Multilateral/Banks,3786485.07
683,Safeguarding Rural Communities and Their Physical Assets From Climate-Induced Disaster in Timor-Leste,Timor-Leste,Infrastructure,USD,"26,051,809.00",2023,2026,"GCF, Gov TL, UNDP",UNDP,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,2026.0,"GCF, Gov TL, UNDP",UNDP,Ongoing - Active,26051809.0,National,"Government of Timor-Leste, Multilateral/Banks, United Nations",26051809.0
685,UNDP Timor-Leste Accelerator Lab,Timor-Leste,Technology,USD,"1,346,852.00",2023,2025,Government of Germany,UNDP,Ongoing - Active,5. Job & Social Protection,3. Economic Development,2025.0,Government of Germany,UNDP,Ongoing - Active,1346852.0,National,Bilateral (Foreign Govs),1346852.0
521,History and Peace Education project,Timor-Leste,Education,USD,"4,279,758.00",2023,2025,KOICA,UNESCO,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2025.0,KOICA,UNESCO,Ongoing - Active,4279758.0,National,Bilateral (Foreign Govs),4279758.0
522,Strengthening Science and Mathematic Primary Education in Timor-Leste,Timor-Leste,Education,USD,"2,048,736.46",2023,2023,Japan Ambassy,UNESCO,Completed,1. Transformation Food Systems,1. Social Capital,2023.0,Japan Ambassy,UNESCO,Completed,2048736.46,National,Bilateral (Foreign Govs),2048736.46
523,Tais safeguarding plan project,Timor-Leste,Multi sector,USD,"265,895.00",2023,2025,UNESCO,UNESCO,Completed,5. Job & Social Protection,2. Infrastructure Development,2025.0,UNESCO,UNESCO,Completed,265895.0,National,United Nations,265895.0
524,Capacity development for Tais weavers,Timor-Leste,Business Development,USD,"35,000.00",2024,2024,UNESCO,UNESCO,Completed,5. Job & Social Protection,4. Institutional Framework,2024.0,UNESCO,UNESCO,Completed,35000.0,National,United Nations,35000.0
525,Development of Tentative Listing under the World Heritage Convention,Timor-Leste,Governance/Decentralization,USD,"20,000.00",2024,2024,UNESCO,UNESCO,Completed,5. Job & Social Protection,2. Infrastructure Development,2024.0,UNESCO,UNESCO,Completed,20000.0,National,United Nations,20000.0
